"startdate","enddate","status","ipaddress","progress","duration__in_seconds_","finished","recordeddate","responseid","recipientlastname","recipientfirstname","recipientemail","externalreference","locationlatitude","locationlongitude","distributionchannel","userlanguage","first_click","last_click","page_submit","click_count","consent_form","citizenship","techphi_enth","techphi_dep","techphi_techrep","techphi_eou","exp_g_phi","exp_g_sci","exp_g_pol","exp_g_inf","exp_o_phi","exp_o_sci","exp_o_pol","exp_o_inf","exp_t_phi","exp_t_sci","exp_t_pol","exp_t_inf","exp_h_phi","exp_h_sci","exp_h_pol","exp_h_inf","violation","emo_angry","emo_outraged","emo_disgusted","emo_anxious","emo_afraid","emo_nervous","emo_enthusiastic","emo_hopeful","emo_proud","emo_relaxed","emo_peaceful","emo_calm","engage_like","engage_share","engage_petition","engage_attend","accept_phi","accept_sci","accept_pol","accept_inf","regulate_phi","regulate_sci","regulate_pol","regulate_inf","familiarity","experience","confidence","science_degree","science_course","science_course_num","open_ended","respondent_id","occupation","topic","model","label","logDuration"
"2025-05-02 16:04:38","2025-05-02 16:09:09","0","172.56.68.87","100",271,1,"2025-05-02 16:09:10","R_7CNXYs9YHWgc1Pj","","","","","33.7485","-84.3871","anonymous","EN","0","0","24.218","0",1,1,"3","3","1","5","1","1","1","1","1","3","2","2","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1","1","1","1","4","4","4","-2","-2","-2","-2","0","0","0","0","2","2","2","2","2","1","-2","1","1","4","No further thoughts.","iPd035b22d1d624e97","biomedical scientist","animal welfare","NM","UL",5.6021188208797
"2025-05-02 16:03:35","2025-05-02 16:09:16","0","166.194.188.70","100",341,1,"2025-05-02 16:09:17","R_7F0WpKCZb87eXTj","","","","","40.8905","-74.0504","anonymous","EN","39.176","39.176","39.948","1",1,1,"3","2","1","2","5","5","1","5","4","1","1","3","5","5","1","5","4","5","5","4","2","1","1","1","1","1","1","4","5","1","3","5","4","2","2","-2","-2","2","-2","-2","1","2","-1","-2","1","-2","1","-2","2","2","","None","iP6dacc955d73872a5","philanthropist","animal welfare","NM","UL",5.83188247728352
"2025-05-02 16:02:54","2025-05-02 16:09:18","0","50.40.118.103","100",384,1,"2025-05-02 16:09:19","R_1Oc50aiFB6e1htq","","","","","39.437","-90.4032","anonymous","EN","10.711","11.145","11.961","2",1,1,"3","4","3","3","3","3","2","1","5","5","5","1","5","5","5","5","4","4","3","1","-1","2","2","2","2","1","1","2","1","1","2","4","4","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","0","2","1","1","2","1","2","","iP526543104c2237c0","member of Congress","cancer care","NM","UL",5.95064255258773
"2025-05-02 16:05:06","2025-05-02 16:09:24","0","66.44.246.38","100",258,1,"2025-05-02 16:09:25","R_6OG9kkygkBszwVX","","","","","35.9412","-80.4092","anonymous","EN","0","0","22.049","0",1,1,"5","5","1","4","1","2","1","1","2","3","2","2","1","1","1","1","1","2","1","1","-2","1","1","1","1","1","1","3","3","1","5","5","5","0","0","0","0","0","-1","-1","-1","2","2","2","2","2","1","0","2","1","2","No. It was interesting ","iP249fadd16f48b0ba","social media influencer","animal welfare","NM","LB",5.55295958492162
"2025-05-02 16:05:42","2025-05-02 16:09:24","0","74.196.93.33","100",222,1,"2025-05-02 16:09:25","R_3Yh3AomO0I0pqqB","","","","","33.8957","-94.8263","anonymous","EN","0","0","31.369","0",1,1,"3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","0","3","3","3","3","3","3","3","3","3","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","2","","","iPb38abeb8ce6128dc","biomedical scientist","cancer care","MD","LB",5.40267738187228
"2025-05-02 16:02:10","2025-05-02 16:09:27","0","108.31.244.26","100",436,1,"2025-05-02 16:09:27","R_5AJN6oMn67wIGFX","","","","","39.1063","-76.866","anonymous","EN","13.769","13.769","17.487","1",1,1,"5","4","3","3","5","5","5","5","5","4","5","5","4","5","5","5","5","4","4","5","1","1","1","1","1","1","1","3","5","5","5","5","5","2","2","0","2","1","2","2","2","1","1","2","1","0","2","1","1","1","3","No its fine","iP7bcf55d0b20b5eaf","philanthropist","animal welfare","MD","UL",6.07764224334903
"2025-05-02 16:04:20","2025-05-02 16:09:35","0","47.135.68.240","100",314,1,"2025-05-02 16:09:35","R_6kpnHIgQJ2IcQOO","","","","","35.9188","-81.5403","anonymous","EN","10.853","10.853","12.063","1",1,1,"3","3","1","4","1","4","2","4","2","4","1","3","2","4","2","3","2","4","2","4","2","4","3","5","3","1","2","1","1","1","1","1","1","-2","-2","-2","-2","-2","-2","0","-2","2","2","2","2","1","2","0","2","1","3","I can’t stand seeing all of the AI generated stuff constantly showing up on my IG feed ","iP2f589c5c228dc09b","biomedical scientist","cancer care","NM","UL",5.74939298590825
"2025-05-02 16:04:00","2025-05-02 16:09:51","0","216.21.215.24","100",351,1,"2025-05-02 16:09:52","R_58XQM2lHhHjzdnv","","","","","42.6544","-111.6047","anonymous","EN","0","0","14.362","0",1,1,"3","5","2","4","2","2","3","2","2","2","1","1","1","2","3","2","1","2","1","2","-2","4","5","5","1","5","3","1","2","1","1","1","2","-1","-2","-2","1","-1","-1","-1","-1","2","2","2","2","1","1","1","1","1","4","","iPad61b156bf1f68e1","biomedical scientist","cancer care","NM","UL",5.86078622346587
"2025-05-02 16:03:13","2025-05-02 16:10:01","0","75.188.16.18","100",407,1,"2025-05-02 16:10:02","R_5Y7PY75NMm9soIp","","","","","39.3277","-82.0996","anonymous","EN","0","0","8.4","0",1,1,"3","3","4","3","3","2","2","4","3","3","3","3","2","3","2","4","3","3","2","4","-1","4","4","4","5","4","5","2","2","1","2","2","2","-1","-1","0","-1","2","0","-1","0","1","1","2","2","2","1","1","2","2","","","iPddf6d9d1b2335c31","member of Congress","animal welfare","NM","UL",6.00881318544259
"2025-05-02 16:05:47","2025-05-02 16:10:10","0","47.196.208.142","100",262,1,"2025-05-02 16:10:10","R_51pb5gbwAYryYJs","","","","","28.1389","-82.7498","anonymous","EN","0","0","27.415","0",1,1,"3","3","1","3","1","5","2","4","1","5","2","4","1","5","2","4","2","5","2","4","-1","2","1","1","1","1","1","1","1","2","1","1","4","-1","-1","0","0","0","-1","-1","-1","1","2","1","1","1","4","1","2","2","","No","iP9a4c2175495387d1","member of Congress","animal welfare","MD","LB",5.5683445037611
"2025-05-02 16:04:28","2025-05-02 16:10:14","0","38.84.6.32","100",345,1,"2025-05-02 16:10:14","R_7opVlWBq7sgascS","","","","","33.4532","-112.0748","anonymous","EN","4.61","16.306","17.359","11",1,1,"4","4","3","4","5","4","5","5","5","5","5","5","5","5","5","5","5","4","4","5","-2","2","2","2","2","2","2","3","4","2","3","3","3","0","1","1","1","-2","0","-1","-2","1","1","2","2","1","1","0","2","1","2","","iP1c8d91f95083443f","social media influencer","animal welfare","NM","UL",5.84354441703136
"2025-05-02 16:03:25","2025-05-02 16:10:19","0","172.56.41.227","100",414,1,"2025-05-02 16:10:19","R_1zvwdgCW0uGuLuq","","","","","30.2424","-97.767","anonymous","EN","0","0","15.781","0",1,1,"5","4","1","4","4","3","3","4","4","5","2","3","3","2","2","4","3","2","2","4","-1","1","1","1","1","1","1","4","3","2","4","4","3","1","0","1","1","1","1","1","1","1","2","1","2","2","2","1","1","1","2","","iP8d92c8d7d3328830","social media influencer","cancer care","MD","UL",6.02586597382531
"2025-05-02 16:07:05","2025-05-02 16:10:24","0","135.84.220.142","100",198,1,"2025-05-02 16:10:24","R_1hrVF7gQZzX4t2N","","","","","41.8733","-103.6614","anonymous","EN","1.123","15.227","16.428","13",1,1,"3","5","1","4","5","5","5","5","1","2","1","1","3","3","3","1","2","2","1","1","-2","5","5","5","5","5","5","1","1","1","1","1","1","-2","-2","-2","-2","0","0","0","0","0","0","0","0","-2","4","-2","2","2","","Awesome survey ","iP01ec353c02797f4e","biomedical scientist","animal welfare","NM","LB",5.28826703069454
"2025-05-02 16:07:43","2025-05-02 16:10:25","0","73.192.147.68","100",161,1,"2025-05-02 16:10:25","R_7roTqKtdGV3lCOU","","","","","37.6752","-120.9465","anonymous","EN","1.323","1.323","6.861","1",1,1,"3","4","1","5","2","3","2","3","4","3","4","3","1","4","5","1","4","3","3","4","1","1","1","1","1","1","1","5","4","3","5","5","5","1","1","0","0","1","0","1","0","1","1","2","1","1","2","1","2","1","2","This was a good survey and it was easy to do and would not mind doing again in the future.","iP9ff94ee602a538ae","philanthropist","cancer care","MD","LB",5.08140436498446
"2025-05-02 16:04:04","2025-05-02 16:10:31","0","99.19.93.214","100",387,1,"2025-05-02 16:10:32","R_1rSCGRWg1PIRNkr","","","","","41.5679","-87.538","anonymous","EN","2.59","18.881","19.765","14",1,1,"3","3","4","3","2","1","5","4","2","1","5","4","2","1","5","5","1","1","4","2","-2","3","4","4","1","1","1","1","1","1","1","1","1","-2","-2","-2","-2","-2","-2","-2","-2","2","2","2","2","1","1","1","2","2","","I think that one example was an egregious use of AI because I don’t think beagles are being tested in some lab somewhere. It’s usually mice or monkeys so it was very deceptive that a person would use that image. Everyone should have to admit when they use AI to create images.","iP308d86dadd341a6b","social media influencer","animal welfare","NM","LB",5.95842469302978
"2025-05-02 16:03:40","2025-05-02 16:10:34","0","99.162.186.94","100",414,1,"2025-05-02 16:10:35","R_5fHU9KDaK8ZDqbq","","","","","36.7986","-119.7617","anonymous","EN","0","0","19.487","0",1,1,"4","4","2","3","2","4","1","3","2","4","1","3","2","4","1","3","1","4","1","3","1","3","2","3","3","2","2","2","2","1","2","2","2","-1","-1","-1","0","-1","-1","-1","-1","1","1","1","1","-1","2","-1","2","1","2","Very interesting, I wonder now if lots of people are doing this!","iP3d2107f79581ffb5","member of Congress","cancer care","NM","UL",6.02586597382531
"2025-05-02 16:03:45","2025-05-02 16:10:36","0","68.108.55.222","100",411,1,"2025-05-02 16:10:37","R_5QQyaYs49H2nQrd","","","","","36.1682","-115.2166","anonymous","EN","23.055","31.394","38.824","3",1,1,"3","4","1","3","4","3","3","1","5","5","5","5","5","5","5","5","5","5","5","5","-2","1","1","1","1","1","1","1","1","1","5","5","5","-2","-2","-2","-2","-2","-2","-2","0","-2","-2","-2","-2","-1","2","-2","2","2","","Nothing off hand.","iP2b126b9875ee3bc3","social media influencer","animal welfare","MD","LB",6.01859321449623
"2025-05-02 16:03:50","2025-05-02 16:10:45","0","98.212.193.212","100",414,1,"2025-05-02 16:10:46","R_11Lfk8ORO18ygav","","","","","41.923","-87.7531","anonymous","EN","34.087","53.792","54.596","12",1,1,"4","4","2","4","2","3","4","4","4","4","4","4","4","4","4","4","3","3","4","3","1","3","4","4","4","4","4","2","3","2","2","2","2","-2","-2","-2","-2","-1","-1","-1","-1","0","1","-1","-1","1","1","-1","2","2","","","iP6a01d521c408a7f5","philanthropist","animal welfare","NM","LB",6.02586597382531
"2025-05-02 16:05:21","2025-05-02 16:11:01","0","73.235.59.105","100",340,1,"2025-05-02 16:11:02","R_5uqxFndEAJ4td79","","","","","36.7943","-119.8856","anonymous","EN","0","0","22.381","0",1,1,"5","5","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","2","1","4","1","1","1","1","1","1","1","2","3","1","0","-2","-2","-1","0","0","-2","-2","-1","-1","0","0","2","4","-1","1","1","2","its an interesting survey","iPf93f2ec83a2253cd","member of Congress","animal welfare","NM","UL",5.82894561761021
"2025-05-02 16:05:49","2025-05-02 16:11:08","0","134.22.63.5","100",319,1,"2025-05-02 16:11:09","R_7gpZSKSebOLz1ig","","","","","31.848","-81.602","anonymous","EN","5.705","27.22","29.63","19",1,1,"3","3","3","3","2","3","3","2","3","4","4","3","2","3","4","3","2","4","5","3","0","1","1","1","1","1","1","1","1","2","1","3","3","-2","0","2","1","0","0","0","0","0","0","0","0","-1","4","0","2","2","","None","iP494fadedf0473aa0","social media influencer","animal welfare","NM","LB",5.76519110278484
"2025-05-02 16:04:38","2025-05-02 16:11:09","0","174.197.196.205","100",391,1,"2025-05-02 16:11:10","R_6VyvXmXIkfdgMc3","","","","","42.7227","-73.8178","anonymous","EN","1.302","31.969","33.829","18",1,1,"3","4","2","5","2","3","4","5","2","2","4","4","1","2","4","4","2","2","4","4","0","2","2","1","1","1","1","3","4","3","3","4","3","2","1","2","0","-1","0","0","0","2","2","2","2","-1","4","0","2","2","","","iP2adf7744f4c0bc3b","biomedical scientist","animal welfare","NM","UL",5.96870755998537
"2025-05-02 16:08:11","2025-05-02 16:11:14","0","97.146.56.73","100",183,1,"2025-05-02 16:11:14","R_6ta5e9tEq9NqeMm","","","","","37.0737","-76.4988","anonymous","EN","0","0","1.35","0",1,1,"2","4","2","3","4","3","4","3","5","3","3","3","4","3","3","4","3","3","4","3","1","2","3","2","3","2","3","3","2","3","2","3","2","0","0","-1","0","0","1","0","0","2","0","0","-1","1","4","1","4","1","1","None","iPb95fff95a0f4cfc0","social media influencer","animal welfare","NM","UL",5.20948615284142
"2025-05-02 16:04:21","2025-05-02 16:11:25","0","72.199.40.240","100",424,1,"2025-05-02 16:11:25","R_3YyRSF1B4lSbPYo","","","","","32.6387","-117.0801","anonymous","EN","6.627","6.627","39.085","1",1,1,"1","1","5","1","1","1","2","2","1","1","2","2","1","1","2","2","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","-2","-2","-2","-2","-1","-1","-1","-1","0","0","0","0","-2","2","-2","2","2","","no i do not","iP645aff872333a9ba","social media influencer","animal welfare","NM","LB",6.04973345523196
"2025-05-02 16:02:29","2025-05-02 16:11:33","0","174.208.46.146","100",543,1,"2025-05-02 16:11:33","R_7LfEilE6dhQIIg1","","","","","43.2123","-77.43","anonymous","EN","1.741","57.858","59.101","4",1,1,"5","5","3","4","4","5","5","5","4","5","5","5","3","4","5","4","4","4","5","5","1","1","1","1","1","1","1","5","4","4","4","4","4","2","2","2","2","1","1","1","1","1","1","1","1","2","1","1","2","1","2","It was a great survey ","iP48d90ca3f4356294","biomedical scientist","cancer care","NM","LB",6.29710931993394
"2025-05-02 16:03:31","2025-05-02 16:11:41","0","174.244.83.210","100",489,1,"2025-05-02 16:11:41","R_1dXoEFZhHdoAJdn","","","","","30.3643","-97.6864","anonymous","EN","28.725","28.725","29.2","1",1,1,"2","3","2","3","3","3","4","4","3","2","1","1","4","4","2","2","3","3","1","1","-1","3","4","5","3","3","3","1","1","1","1","1","1","-2","-2","0","-1","0","0","-2","-2","2","1","2","2","0","2","-1","1","2","","My college associates degree is in medical Coding and Billing since it is in the healthcare field I consider it bring science related. That is why I checked yes that it is a scientific degree.","iPd0abb5b857252333","member of Congress","animal welfare","NM","LB",6.19236248947487
"2025-05-02 16:08:23","2025-05-02 16:11:47","0","104.251.245.98","100",203,1,"2025-05-02 16:11:47","R_6RGndp0xcd1156x","","","","","35.0278","-85.1461","anonymous","EN","0","0","18.022","0",1,1,"4","5","4","5","2","2","2","2","1","1","1","1","2","2","2","2","2","3","2","2","-2","2","2","3","2","2","2","2","2","2","2","2","3","0","0","0","0","-1","-1","-2","-1","-2","-2","-2","-2","1","4","0","2","2","","AI is scary. ","iP7714647b9f91f114","philanthropist","animal welfare","NM","UL",5.31320597904179
"2025-05-02 16:05:17","2025-05-02 16:11:48","0","172.58.121.87","100",390,1,"2025-05-02 16:11:48","R_1Hx7ZcssgYxGQiB","","","","","42.3575","-83.2162","anonymous","EN","12.842","19.137","22.447","2",1,1,"2","3","4","1","1","1","1","1","1","3","1","1","1","2","2","1","1","1","1","1","-2","1","1","1","3","2","2","1","2","1","3","4","3","1","0","0","-2","0","0","0","-1","-1","-1","-1","1","1","1","-1","2","1","7","No","iP9d6e8a2672f687aa","social media influencer","animal welfare","NM","UL",5.96614673912369
"2025-05-02 16:03:18","2025-05-02 16:11:57","0","172.56.232.246","100",518,1,"2025-05-02 16:11:57","R_7PeBj8q00PgpH8t","","","","","34.0251","-118.1556","anonymous","EN","0","0","32.784","0",1,1,"4","4","3","5","4","4","4","3","3","3","4","3","2","2","4","2","4","4","4","2","-2","1","3","3","1","3","1","1","2","1","5","4","5","-2","-2","-1","-2","-1","-1","-1","-1","2","2","2","0","0","1","1","2","2","","I think AI is readily recognized if used however in the near future it's clear that we will loose the ability to recognize it being used without it being disclosed. This is what sacres me in the future , not necessarily yet but very soon I'm afraid. And I believe politics and others will use it nefariously. ","iPa6de54c0970b8fa6","member of Congress","animal welfare","MD","UL",6.24997524225948
"2025-05-02 16:05:48","2025-05-02 16:12:18","0","107.77.220.98","100",390,1,"2025-05-02 16:12:19","R_7GuV69xvg6z1rpj","","","","","32.7797","-96.8022","anonymous","EN","79.789","110.281","112.502","28",1,1,"3","4","1","4","1","2","4","3","1","1","4","3","1","2","4","3","1","2","4","3","1","1","1","1","1","1","1","3","3","3","3","3","3","1","0","1","1","-2","0","1","0","-2","0","1","0","1","2","0","2","1","2","Thanks for the good survey to complete ","iP383d3b49b69eed0c","member of Congress","animal welfare","MD","LB",5.96614673912369
"2025-05-02 16:09:21","2025-05-02 16:12:31","0","172.59.24.4","100",190,1,"2025-05-02 16:12:31","R_5nZqiQ0DgfieQil","","","","","41.452","-81.6146","anonymous","EN","0","0","4.501","0",1,1,"2","2","4","4","3","2","3","2","2","3","3","1","5","5","5","1","5","4","5","1","-2","4","4","5","4","1","1","1","1","1","1","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2","1","0","2","2","","Very good survey need more like this ","iP7ad86b1a120cb19f","member of Congress","cancer care","MD","UL",5.24702407216049
"2025-05-02 16:03:14","2025-05-02 16:12:35","0","24.194.38.229","100",561,1,"2025-05-02 16:12:36","R_1rluJ0Qqdi9uYNz","","","","","42.9145","-78.8519","anonymous","EN","10.554","34.08","35.676","19",1,1,"1","2","3","2","3","3","1","2","1","2","1","2","3","3","2","2","2","3","1","2","-1","2","1","1","2","2","2","2","2","2","4","3","3","1","-1","1","-1","0","0","-1","-1","1","1","2","2","0","1","1","1","1","3","","iP6a44ea8cb2bc5be2","member of Congress","animal welfare","NM","LB",6.3297209055227
"2025-05-02 16:07:11","2025-05-02 16:12:42","0","64.33.88.111","100",330,1,"2025-05-02 16:12:42","R_7r1aR0Q5ZVPTBIW","","","","","45.0546","-93.2566","anonymous","EN","0","0","12.162","0",1,1,"4","5","3","5","4","4","4","4","2","3","5","5","2","3","4","4","5","5","5","5","-1","2","2","2","2","1","2","2","2","2","2","3","3","0","0","0","0","0","0","-2","0","2","2","2","2","2","1","-1","1","2","","I'd love the requirement for AI generated images to have to be labeled especially when it's making claims.","iPfe42dd9c8f61c04e","member of Congress","cancer care","MD","UL",5.79909265446053
"2025-05-02 16:03:17","2025-05-02 16:12:51","0","69.129.113.105","100",573,1,"2025-05-02 16:12:51","R_7MKdJ1F6xOM9Wqm","","","","","37.086","-113.5609","anonymous","EN","0","0","25.833","0",1,1,"4","4","3","3","2","2","3","5","2","3","3","5","3","2","4","5","3","3","4","5","1","1","2","3","2","3","3","3","3","2","3","3","3","0","-1","-2","-1","0","0","-2","-1","0","0","-1","-1","-1","4","-1","3","2","","None ","iP2d142a5a399f8e23","social media influencer","animal welfare","MD","UL",6.35088571671474
"2025-05-02 16:03:48","2025-05-02 16:12:55","0","174.235.208.34","100",547,1,"2025-05-02 16:12:56","R_1d4iSs320YGDr34","","","","","41.5822","-93.6802","anonymous","EN","0","0","21.702","0",1,1,"4","5","4","3","3","4","4","2","4","3","3","4","3","4","3","3","3","4","3","3","-1","2","2","1","4","3","2","2","3","3","3","3","4","0","0","0","0","1","1","1","1","1","1","1","1","1","4","0","2","1","2","Good survey with good information ","iPdfa14e7ca74b501c","member of Congress","cancer care","MD","UL",6.30444880242198
"2025-05-02 16:03:58","2025-05-02 16:13:03","0","47.200.153.80","100",544,1,"2025-05-02 16:13:03","R_3iUKI2In6OZftdu","","","","","28.149","-82.0411","anonymous","EN","0","0","21.473","0",1,1,"3","3","2","2","5","5","4","5","4","5","4","5","5","5","4","5","5","5","4","5","-2","3","3","4","2","4","5","2","2","2","2","2","2","-1","-1","-2","0","-1","-2","0","-1","1","2","2","2","0","4","-1","2","2","","I not sure i trust AI","iP7048f6aeef8827f7","biomedical scientist","cancer care","NM","UL",6.29894924685594
"2025-05-02 16:07:02","2025-05-02 16:13:16","0","104.28.78.181","100",373,1,"2025-05-02 16:13:17","R_7CeIU6Mi4lUqCpq","","","","","41.1067","-80.6466","anonymous","EN","1.539","31.089","32.777","23",1,1,"4","4","2","4","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","-2","2","2","1","1","1","1","1","1","1","3","1","3","-2","-2","-2","-2","-2","-2","-2","-2","2","2","2","2","0","2","-1","2","2","","I don’t like the use of AI generated photos.","iP866452a1093155e1","biomedical scientist","animal welfare","NM","LB",5.92157841964382
"2025-05-02 16:04:23","2025-05-02 16:13:31","0","70.119.97.11","100",548,1,"2025-05-02 16:13:31","R_7NjdYVlLIF7xnmp","","","","","33.0928","-96.6454","anonymous","EN","0","0","36.444","0",1,1,"5","5","1","5","2","2","3","4","2","2","3","4","2","2","2","2","2","2","3","4","-1","4","4","5","1","3","3","1","1","1","1","1","1","-2","-2","-2","-2","-2","-2","-2","-2","2","1","1","2","2","1","-1","1","1","3","The wording of some of these questions is ambiguous.  In one sense, I ""expect"" people to do a lot of things in that I feel they absolutely should or shouldn't.  In another I don't ""expect"" much of anything because so few people of a given category do or do not do something.  As those two interpretations of ""expect"" are mutually exclusive, I'd be willing to bet your data for those several questions is entirely useless.","iP8de941dc992f6231","member of Congress","animal welfare","NM","LB",6.30627528694802
"2025-05-02 16:03:37","2025-05-02 16:13:34","0","104.28.85.190","100",596,1,"2025-05-02 16:13:34","R_7xCP20Aq3ukKlO4","","","","","37.9957","-121.3224","anonymous","EN","3.267","26.371","35.977","2",1,1,"2","2","3","3","4","4","5","3","4","3","5","3","4","3","4","3","3","3","4","4","1","2","2","1","3","3","3","2","2","1","1","2","2","-2","-1","-1","-1","-1","1","-1","0","2","1","2","0","1","1","-1","2","2","","I found it very interesting!","iPbc3e69a394d3f983","biomedical scientist","cancer care","NM","LB",6.39024066706535
"2025-05-02 16:02:40","2025-05-02 16:13:39","0","67.86.228.164","100",658,1,"2025-05-02 16:13:39","R_5QwhpDj9kOUMqJ3","","","","","40.865","-73.8978","anonymous","EN","0","0","17.9","0",1,1,"2","4","3","3","1","2","3","4","3","3","4","5","2","3","3","4","2","3","4","5","-2","1","1","3","3","3","2","1","2","1","3","4","4","-2","-2","-2","-2","0","0","0","0","0","0","0","0","1","1","0","2","1","2","","iPc789fa6ceb193135","philanthropist","cancer care","MD","UL",6.48920493132532
"2025-05-02 16:12:23","2025-05-02 16:13:48","0","174.71.182.232","100",85,1,"2025-05-02 16:13:48","R_1A4TfkkMxA6nNqp","","","","","29.2635","-81.9532","anonymous","EN","0","0","1.202","0",1,1,"3","2","2","3","1","2","2","2","3","4","4","4","1","2","4","3","3","3","4","4","0","2","1","2","2","2","4","3","3","2","3","2","2","0","-1","-1","1","1","-1","-1","0","1","-1","-2","-1","0","1","-1","2","2","","Rr","iPfd063a2dcb68ee01","member of Congress","cancer care","MD","UL",4.44265125649032
"2025-05-02 16:09:32","2025-05-02 16:13:48","0","47.161.121.223","100",256,1,"2025-05-02 16:13:49","R_625YJvNeZOIuslX","","","","","33.6465","-96.6132","anonymous","EN","0","0","17.034","0",1,1,"5","5","4","4","5","5","5","1","5","5","5","1","5","5","5","1","5","5","5","1","-2","1","1","1","1","1","1","3","3","1","4","4","5","2","2","2","1","1","-2","-1","0","1","2","2","2","0","1","1","4","4","","No thank you ","iPf5ac227d8f745260","philanthropist","animal welfare","NM","LB",5.54517744447956
"2025-05-02 16:03:49","2025-05-02 16:14:08","0","70.134.239.145","100",618,1,"2025-05-02 16:14:08","R_1snfOO6ztDQUQ5H","","","","","41.3859","-81.5394","anonymous","EN","0","0","15.526","0",1,1,"1","3","5","1","5","1","3","5","5","2","3","4","5","1","3","5","5","1","3","5","-2","1","1","1","1","1","1","1","1","1","1","1","1","0","2","1","1","1","1","1","1","2","2","2","2","2","2","0","2","1","2","N/A","iP81b2a615917e324b","social media influencer","animal welfare","NM","LB",6.42648845745769
"2025-05-02 16:03:30","2025-05-02 16:14:11","0","73.130.128.227","100",640,1,"2025-05-02 16:14:11","R_5OcCLNEao28cWFz","","","","","40.275","-76.8039","anonymous","EN","28.181","33.818","35.033","3",1,1,"2","4","2","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","0","1","1","1","1","1","1","1","1","3","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","2","1","2","","iPcc7d0ebaa72c89b2","philanthropist","cancer care","MD","LB",6.46146817635372
"2025-05-02 16:11:10","2025-05-02 16:15:18","0","72.49.187.254","100",247,1,"2025-05-02 16:15:18","R_6I4tLosND8uYcUa","","","","","39.4347","-84.6208","anonymous","EN","0","0","18.648","0",1,1,"5","5","5","5","2","2","2","2","1","4","2","2","2","2","1","2","3","3","1","2","-2","4","3","4","4","1","2","1","1","1","1","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","2","0","2","1","2","AI just makes me nerveous for a variety of reasons. It's hard to imagine what our future holds because of the uptick of the use of AI","iPbdd25425697b4326","member of Congress","animal welfare","NM","LB",5.50938833662798
"2025-05-02 16:12:00","2025-05-02 16:15:21","0","71.34.75.201","100",201,1,"2025-05-02 16:15:22","R_3OprhEuxnL6cwM6","","","","","45.4804","-122.5891","anonymous","EN","15.418","15.418","16.886","1",1,1,"3","3","2","3","3","1","3","3","3","2","3","3","3","1","3","3","3","2","4","4","1","3","3","3","3","3","3","1","1","1","1","1","1","-2","-2","-2","-2","-2","-2","-2","-2","2","1","2","2","1","1","-1","3","1","3","No","iPfce63fc3a8ba5963","social media influencer","animal welfare","MD","UL",5.30330490805908
"2025-05-02 16:10:24","2025-05-02 16:15:27","0","174.53.67.74","100",302,1,"2025-05-02 16:15:27","R_10xA1c5mLUggjJ3","","","","","38.412","-82.3698","anonymous","EN","0","0","15.673","0",1,1,"4","3","3","3","4","5","2","3","4","5","4","4","5","5","4","4","5","5","4","4","-1","2","1","2","3","2","2","3","3","3","2","3","3","1","1","1","1","0","0","0","0","1","2","1","1","0","4","-1","1","1","4","","iP0176983498cdc631","biomedical scientist","cancer care","NM","LB",5.71042701737487
"2025-05-02 16:12:37","2025-05-02 16:15:35","0","174.181.99.133","100",177,1,"2025-05-02 16:15:35","R_30sBGWhDEEq8DkZ","","","","","40.7799","-79.5281","anonymous","EN","0","0","9.281","0",1,1,"2","2","1","2","5","1","3","5","5","5","1","5","3","1","2","5","4","1","2","5","0","2","2","2","2","2","2","2","2","3","2","2","3","0","0","0","0","-1","-2","0","0","2","2","0","2","-2","4","-2","2","2","","none","iPbb7a787ad67fe70e","social media influencer","cancer care","MD","UL",5.17614973257383
"2025-05-02 16:11:18","2025-05-02 16:15:41","0","206.166.208.192","100",263,1,"2025-05-02 16:15:42","R_7mUVUUCsiH9wgN2","","","","","35.1655","-101.8857","anonymous","EN","0","0","23.13","0",1,1,"5","5","3","4","3","3","1","4","2","3","1","4","3","3","1","5","3","3","2","4","-2","1","1","2","3","3","3","1","2","1","3","3","3","-2","-2","2","-2","-1","2","1","-1","2","2","2","2","2","1","-2","1","1","3","","iP7810c2e09e4b0f7a","social media influencer","animal welfare","MD","LB",5.57215403217776
